Graph,Dc#Collection,C#Nodes,C#Edges,C#Density,C#Maximum degree,C#Minimum degree,C#Average degree,C#Assortativity,C#Total triangles,C#Average triangles,C#Maximum triangles,C#Avg. clustering coef.,C#Frac. closed triangles,C#Maximum k-core,C#Max. clique (lb),C#Upper bound of Chromatic number
inf-power,Infrastructure Networks,4941,6594,0.000540303,19,1,2,0.00345699,1953,0,21,0.0801036,0.103153,6,6,
inf-road-usa,Infrastructure Networks,23947347,28854312,1.01E-07,9,1,2,0.0673584,1316412,0,8,0.0176287,0.0258056,4,3,
inf-roadNet-CA,Infrastructure Networks,1957027,2760388,1.44E-06,12,1,2,0.120637,361476,0,7,0.0464684,0.0603595,4,4,
inf-roadNet-PA,Infrastructure Networks,1087562,1541514,2.61E-06,9,1,2,0.121989,201336,0,8,0.046463,0.0593855,4,3,
soc-friendster,Massive Network Data,65608366,1806067135,8.39E-07,5214,1,55,,12500000000,190,158000,,0.16,305,129,
soc-orkut-dir,Massive Network Data,3072441,117185083,2.48E-05,33313,1,76,0.0158129,1882752543,612,1666622,0.166607,0.0412654,254,47,
soc-orkut,Massive Network Data,2997166,106349209,2.37E-05,27466,1,70,0.018004,1573931856,525,1313133,0.170024,0.042691,231,41,
soc-sinaweibo,Massive Network Data,21000000,261000000,,,,,,63800000000,,,,,,,
soc-twitter,Massive Network Data,58000000,265000000,,,,,,51800000000,,,,,,,
adjnoun-adjacency,Miscellaneous Networks,112,850,0.1367,49,0,7.59,-0.06,852,7.61,137,0.173,0.157,6,3,8
aff-amazon-copurchases,Miscellaneous Networks,403394,3387388,4.16E-05,2761,1,16,-0.0138432,27158004,67,4454,0.438898,0.256012,21,11,
aff-dbpedia-users2country,Miscellaneous Networks,590112,637133,3.66E-06,111131,1,2,1.25264,6318,0,1591,0.00172551,5.62E-07,16,3,
aff-flickr-user-groups,Miscellaneous Networks,395979,8545193,0.000108996,34994,1,43,-0.0917973,111097849,280,1523778,0.0302785,0.0103849,188,14,
aff-github-user2project,Miscellaneous Networks,120865,440165,6.03E-05,3691,1,7,-0.0330689,989453,8,22329,0.00611082,0.0157682,49,8,
arenas-jazz,Miscellaneous Networks,198,5484,0.2812,100,0,27.7,0.01,53697,271.2,1421,0.617,0.52,29,28,30
arenas-meta,Miscellaneous Networks,453,4050,0.0396,237,0,8.94,-0.07,9846,21.74,869,0.643,0.124,10,7,13
arenas-pgp,Miscellaneous Networks,10680,48632,0.0009,205,0,4.55,0,164364,15.39,2278,0.266,0.378,31,25,28
as20000102,Miscellaneous Networks,6474,25144,0.0012,1458,0,3.88,-0.15,19752,3.05,2047,0.252,0.01,12,8,15
bio-MUTAG-g1,Miscellaneous Networks,23,54,0.2134,3,0,2.35,-0.03,0,0,0,0,0,2,0,3
ca-AstroPh,Miscellaneous Networks,17903,196972,0.00122916,504,1,22,0.201317,4050042,226,11269,0.632823,0.317778,57,57,
ca-cit-HepTh,Miscellaneous Networks,22908,2673133,0.0101881,11967,1,233,0.0244996,933582693,40753,5013183,0.809359,0.313687,562,101,
cit-HepTh2007,Miscellaneous Networks,27769,352768,0.000914986,2468,1,25,-0.0301994,4455399,160,33585,0.312896,0.119924,38,23,
contiguous-usa,Miscellaneous Networks,49,214,0.182,8,0,4.37,-0.01,167,3.41,8,0.478,0.4,3,1,5
cora-agm-fcl-aid,Miscellaneous Networks,10237,57233,0.0011,698,0,12.3,0,7308,0.71,730,0.003,0.004,60,8,9
cora-subelj,Miscellaneous Networks,23166,91499.5,0.0003,379,1,7.9,0,263804,11.39,1090,0.279,0.125,15,14,15
dolphins,Miscellaneous Networks,62,318,0.1682,12,0,5.13,0,285,4.6,17,0.259,0.31,4,3,6
ego-facebook,Miscellaneous Networks,2888,5962,0.0014,769,0,2.06,-0.62,273,0.09,52,0.027,0,3,2,4
ego-gplus,Miscellaneous Networks,23628,78388,0.0003,2761,0,3.32,-0.32,54663,2.31,4559,0.174,0.004,12,5,11
ego-twitter,Miscellaneous Networks,23370,65662,0.0002,238,0,2.81,-0.02,26412,1.13,390,0.069,0.021,10,6,10
foodweb-baydry,Miscellaneous Networks,128,4212,0.5182,110,0,32.91,-0.01,25531,199.46,1726.5,0.326,0.311,24,9,14
foodweb-baywet,Miscellaneous Networks,128,4150,0.5106,110,0,32.42,-0.01,24663,192.68,1695,0.326,0.308,23,9,14
fs-FA,Miscellaneous Networks,10617,72171.5,0.0013,342,1,13.6,0,284629,26.81,1734.5,0.148,0.096,16,,16
fs-adjnoun-adj-copperfield,Miscellaneous Networks,112,424.5,0.0683,49,1,7.66,0,852,7.61,137,0.173,0.157,6,5,8
inf-contiguous-usa,Miscellaneous Networks,49,214,0.182,8,0,4.37,-0.01,167,3.41,8,0.478,0.4,3,1,5
maayan-Stelzl,Miscellaneous Networks,1702,6310,0.0044,95,0,3.71,-0.01,288,0.17,23,0.006,0.006,7,2,6
maayan-faa,Miscellaneous Networks,1226,4816,0.0064,34,0,3.93,0,978,0.8,24,0.068,0.064,4,3,8
maayan-figeys,Miscellaneous Networks,2239,12864,0.0051,314,0,5.75,-0.13,2691,1.2,163,0.04,0.008,10,3,9
maayan-foodweb,Miscellaneous Networks,183,4868,0.2923,105,0,26.6,-0.03,33876,185.11,1255,0.323,0.332,23,13,15
maayan-pdzbase,Miscellaneous Networks,212,484,0.0216,21,0,2.28,-0.01,3,0.01,1,0.005,0.003,3,1,5
maayan-vidal,Miscellaneous Networks,3023,12298,0.0027,129,0,4.07,-0.13,3139,1.04,48,0.065,0.035,6,5,9
misc-ASIC-320ks,Miscellaneous Networks,321523,1506136,2.91E-05,822,2,9,-0.0517842,5988324,18,2252,0.573547,0.112441,9,6,
misc-IMDB-bi,Miscellaneous Networks,896308,3782456,9.42E-06,1590,0,8,-0.052988,13074,0,78,5.79E-05,8.08E-05,24,3,
misc-Reuters911,Miscellaneous Networks,13332,148038,0.00166589,2265,0,22,-0.108979,3510870,263,69804,0.367984,0.106933,74,28,
misc-football,Miscellaneous Networks,115,613,0.0935164,12,7,10,0.162442,2430,21,32,0.403216,0.40724,9,9,
misc-jung-code-dep,Miscellaneous Networks,6120,138706,0.00740787,26133,1,45,-0.229795,11857821,1937,1000741,2.05455,0.0213278,274,16,
misc-lesmis,Miscellaneous Networks,77,254,0.0868079,36,1,6,-0.165225,1401,18,82,0.573137,0.498932,10,10,
moreno-highschool,Miscellaneous Networks,70,548,0.2269,19,0,7.83,-0.01,913,13.04,48,0.453,0.403,6,4,8
moreno-lesmis,Miscellaneous Networks,77,508,0.1736,36,0,6.6,-0.02,1359,17.65,79,0.557,0.488,9,8,10
moreno-mac,Miscellaneous Networks,62,2334,1.2343,55,0,37.65,-0.01,29059,468.69,906,0.652,0.656,29,16,20
moreno-names,Miscellaneous Networks,1773,18262,0.0116,364,0,10.3,0,59896,33.78,2621,0.72,0.163,15,9,19
moreno-oz,Miscellaneous Networks,217,3678,0.1569,56,0,16.95,0,10855,50.02,262,0.36,0.303,11,8,13
moreno-propro,Miscellaneous Networks,1846,4406,0.0026,56,0,2.39,0,666,0.36,18,0.068,0.055,5,4,6
moreno-sampson,Miscellaneous Networks,18,252,1.6471,17,0,14,-0.06,1297,72.06,103,0.769,0.808,12,9,11
opsahl-openflights,Miscellaneous Networks,2939,31354,0.0073,242,0,10.67,0,218556,74.36,3832,0.453,0.255,28,21,32
opsahl-powergrid,Miscellaneous Networks,4941,13188,0.0011,19,0,2.67,0,1953,0.4,21,0.08,0.103,5,4,6
opsahl-southernwomen,Miscellaneous Networks,18,128,0.8366,14,0,7.11,-0.07,289,16.06,38,0.705,0.597,6,4,8
petster-friendships-hamster,Miscellaneous Networks,1858,25068,0.0145,272,0,13.49,-0.02,50250,27.05,2111,0.141,0.09,20,7,16
petster-hamster,Miscellaneous Networks,2426,33262,0.0113,273,0,13.71,0,159795,65.87,2681,0.538,0.231,24,23,30
soc-Epinions1,Miscellaneous Networks,75888,508837,0.000176713,3079,0,13,-0.0109134,9145154,120,79161,0.162142,0.0819851,92,20,
sociopatterns-hypertext,Miscellaneous Networks,113,4392,0.6941,98,0,38.87,-0.01,49685,439.69,1711.5,0.525,0.491,28,16,22
sociopatterns-infectious,Miscellaneous Networks,410,5530,0.066,50,0,13.49,0,21330,52.02,280,0.453,0.436,17,14,16
subelj-euroroad,Miscellaneous Networks,1174,2834,0.0041,10,0,2.41,0,96,0.08,2,0.017,0.034,2,1,4
tech-arenas-jazz,Miscellaneous Networks,198,5484,0.2812,100,0,27.7,0.01,53697,271.2,1421,0.617,0.52,29,28,30
tech-arenas-meta,Miscellaneous Networks,453,4050,0.0396,237,0,8.94,-0.07,9846,21.74,869,0.643,0.124,10,7,13
tech-arenas-pgp,Miscellaneous Networks,10680,48632,0.0009,205,0,4.55,0,164364,15.39,2278,0.266,0.378,31,25,28
tech-as-skitter,Miscellaneous Networks,1694616,11094209,7.73E-06,35455,1,13,-0.0814313,86309526,50,564609,0.2584,0.00538705,112,55,
ucidata-gama,Miscellaneous Networks,16,116,0.9667,10,0,7.25,-0.09,164,10.25,19.5,0.457,0.467,5,3,6
ucidata-zachary,Miscellaneous Networks,34,156,0.2781,16,0,4.59,-0.08,105,3.09,18,0.448,0.268,4,3,5
web-BerkStan,Miscellaneous Networks,12305,19500,0.000257595,59,1,3,0.116594,30915,2,384,0.295545,0.284428,29,29,
rec-amazon-ratings,Recommendation Networks,2146057,5838027,2.54E-06,12241,1,5,-0.0212144,246957,0,3439,0.00039531,0.000342995,130,4,
rec-amazon,Recommendation Networks,91813,125704,2.98E-05,5,1,2,0.191077,103023,1,9,0.268215,0.348202,5,5,
rec-dating,Recommendation Networks,168791,17359214,0.00121861,33412,1,205,-0.134248,286037064,1694,1606443,0.0344804,0.0101144,261,12,
rec-eachmovie,Recommendation Networks,61989,2811698,0.00146345,32864,1,90,-0.407096,39364671,635,930695,0.120205,0.00264363,221,13,
rec-epinions,Recommendation Networks,755200,13396296,4.70E-05,158934,1,35,-0.547703,39685519,52,1972868,0.0398705,0.000594178,149,8,
rec-github,Recommendation Networks,121706,440165,5.94E-05,3691,1,7,-0.0335303,986205,8,21763,0.00618751,0.0157259,48,8,
rec-libimseti-dir,Recommendation Networks,220970,17359346,0.000711048,33389,1,157,-0.138584,214800226,972,1031381,0.0456589,0.00751373,277,13,
rec-movielens-user-tag-10m,Recommendation Networks,21,22,0.1048,0,0,1.05,0,0,0,0,0,0,0,0,1
rec-movielens,Recommendation Networks,70155,9999941,0.00406365,35301,1,285,-0.321359,983152187,14014,4871313,0.262123,0.023765,533,28,
rec-yahoo-songs,Recommendation Networks,136736,49770305,0.005324,31429,45,727,-0.152652,3664762563,26801,9398664,0.0575864,0.028674,723,17,
rec-yelp-user-business,Recommendation Networks,50394,229843,0.000181014,844,1,9,-0.0912339,334070,6,3596,0.0115814,0.0141791,35,7,
rt-alwefaq,Retweet Networks,4171,7119,0.000818602,879,1,3,-0.22117,12188,2,828,0.127405,0.0129633,13,8,
rt-assad,Retweet Networks,2139,2801,0.00122497,152,1,2,-0.257837,799,0,126,0.0156254,0.0122375,7,5,
rt-bahrain,Retweet Networks,4676,8005,0.000732378,261,1,3,-0.215357,1853,0,120,0.0176358,0.00895476,7,5,
rt-barackobama,Retweet Networks,9631,9823,0.000211825,7688,1,2,-0.65604,121,0,24,0.00301093,4.07E-06,4,3,
rt-damascus,Retweet Networks,3052,3881,0.000833579,648,1,2,-0.162547,547,0,42,0.0116766,0.00195999,6,4,
rt-dash,Retweet Networks,6288,7453,0.000377055,439,1,2,-0.24904,509,0,34,0.0110618,0.00105744,5,4,
rt-gmanews,Retweet Networks,8373,8828,0.000251873,7225,1,2,-0.711617,949,0,280,0.027405,3.61E-05,5,4,
rt-gop,Retweet Networks,4687,5536,0.000504114,310,1,2,-0.14254,99,0,11,0.00457152,0.000800757,4,3,
rt-http,Retweet Networks,8917,10318,0.000259559,916,1,2,-0.287214,195,0,20,0.0033881,0.000153369,5,4,
rt-israel,Retweet Networks,3698,4174,0.000610613,194,1,2,-0.209825,75,0,5,0.00368127,0.000975255,4,3,
rt-justinbieber,Retweet Networks,9405,9614,0.000217402,3897,1,2,-0.741143,24,0,6,0.00105805,1.69E-06,3,3,
rt-ksa,Retweet Networks,7302,8123,0.000304735,1532,1,2,-0.358069,660,0,124,0.017137,0.000260693,7,5,
rt-lebanon,Retweet Networks,3961,4440,0.000566126,366,1,2,-0.277422,175,0,19,0.00714723,0.000865351,5,4,
rt-libya,Retweet Networks,5067,5549,0.000432343,533,1,2,-0.143234,206,0,22,0.0043313,0.000832085,4,3,
rt-lolgop,Retweet Networks,9765,10324,0.00021656,9213,1,2,-0.806137,682,0,222,0.0230266,1.61E-05,4,3,
rt-mittromney,Retweet Networks,7974,8591,0.000270256,3270,1,2,-0.247532,194,0,50,0.00440131,3.55E-05,4,3,
rt-obama,Retweet Networks,3212,3426,0.000664357,267,1,2,-0.276967,42,0,8,0.0036918,0.00030767,4,3,
rt-occupy,Retweet Networks,3225,3959,0.000761537,351,1,2,-0.141759,360,0,25,0.0117473,0.00291104,5,3,
rt-occupywallstnyc,Retweet Networks,3609,3933,0.000604088,3212,1,2,-0.6917,564,0,172,0.0374211,0.00010928,5,4,
rt-oman,Retweet Networks,4904,6232,0.000518376,749,1,2,-0.198599,791,0,102,0.015137,0.00146525,6,5,
rt-onedirection,Retweet Networks,7987,8130,0.000254922,5989,1,2,-0.627869,42,0,13,0.0014378,2.28E-06,3,3,
rt-p2,Retweet Networks,4902,6029,0.0005019,282,1,2,-0.19848,277,0,46,0.0093985,0.00160819,4,3,
rt-qatif,Retweet Networks,7537,8568,0.000301696,2906,1,2,-0.412006,978,0,226,0.0263828,0.00015685,5,4,
rt-saudi,Retweet Networks,7252,8093,0.000307811,1885,1,2,-0.467518,1228,0,253,0.0317042,0.000285263,7,5,
rt-tcot,Retweet Networks,4547,5514,0.00053351,309,1,2,-0.120166,111,0,10,0.00379642,0.000969424,4,3,
rt-tlot,Retweet Networks,3665,4480,0.000667235,594,1,2,-0.199181,177,0,38,0.00750987,0.000563106,4,4,
rt-uae,Retweet Networks,5248,6392,0.000464261,365,1,2,-0.27803,611,0,45,0.00987712,0.00174503,6,4,
rt-voteonedirection,Retweet Networks,2280,2468,0.00094994,650,1,2,-0.391732,10,0,4,0.00135966,2.83E-05,4,3,
rt-higgs,Retweet Networks,425008,733610,8.12E-06,31569,1,3,-0.070652,375395,0,47410,0.0277772,0.000390163,19,12,
rt-pol,Retweet Networks,18470,61157,0.000358563,1022,1,6,-0.0560735,377282,20,14669,0.0596484,0.0576168,80,44,
rt-retweet-crawl,Retweet Networks,1112702,2278852,3.68E-06,5070,1,4,-0.0181615,525939,0,1555,0.0186996,0.00336442,19,13,
rt-retweet,Retweet Networks,96,117,0.0256579,17,1,2,-0.17917,36,0,6,0.06075,0.0742268,4,4,
rt-twitter-copen,Retweet Networks,761,1029,0.00355834,37,1,2,-0.0992231,447,0,27,0.07588,0.0601939,5,4,
rt-alwefaq,Retweet Networks,4171,7119,0.000818602,879,1,3,-0.22117,12188,2,828,0.127405,0.0129633,13,8,
rt-assad,Retweet Networks,2139,2801,0.00122497,152,1,2,-0.257837,799,0,126,0.0156254,0.0122375,7,5,
rt-bahrain,Retweet Networks,4676,8005,0.000732378,261,1,3,-0.215357,1853,0,120,0.0176358,0.00895476,7,5,
rt-barackobama,Retweet Networks,9631,9823,0.000211825,7688,1,2,-0.65604,121,0,24,0.00301093,4.07E-06,4,3,
rt-damascus,Retweet Networks,3052,3881,0.000833579,648,1,2,-0.162547,547,0,42,0.0116766,0.00195999,6,4,
rt-dash,Retweet Networks,6288,7453,0.000377055,439,1,2,-0.24904,509,0,34,0.0110618,0.00105744,5,4,
rt-gmanews,Retweet Networks,8373,8828,0.000251873,7225,1,2,-0.711617,949,0,280,0.027405,3.61E-05,5,4,
rt-gop,Retweet Networks,4687,5536,0.000504114,310,1,2,-0.14254,99,0,11,0.00457152,0.000800757,4,3,
rt-http,Retweet Networks,8917,10318,0.000259559,916,1,2,-0.287214,195,0,20,0.0033881,0.000153369,5,4,
rt-islam,Retweet Networks,4497,4616,0.000456611,2681,1,2,-0.446525,6,0,1,0.000556123,1.62E-06,3,2,
rt-israel,Retweet Networks,3698,4174,0.000610613,194,1,2,-0.209825,75,0,5,0.00368127,0.000975255,4,3,
rt-justinbieber,Retweet Networks,9405,9614,0.000217402,3897,1,2,-0.741143,24,0,6,0.00105805,1.69E-06,3,3,
rt-ksa,Retweet Networks,7302,8123,0.000304735,1532,1,2,-0.358069,660,0,124,0.017137,0.000260693,7,5,
rt-lebanon,Retweet Networks,3961,4440,0.000566126,366,1,2,-0.277422,175,0,19,0.00714723,0.000865351,5,4,
rt-libya,Retweet Networks,5067,5549,0.000432343,533,1,2,-0.143234,206,0,22,0.0043313,0.000832085,4,3,
rt-lolgop,Retweet Networks,9765,10324,0.00021656,9213,1,2,-0.806137,682,0,222,0.0230266,1.61E-05,4,3,
rt-mittromney,Retweet Networks,7974,8591,0.000270256,3270,1,2,-0.247532,194,0,50,0.00440131,3.55E-05,4,3,
rt-obama,Retweet Networks,3212,3426,0.000664357,267,1,2,-0.276967,42,0,8,0.0036918,0.00030767,4,3,
rt-occupy,Retweet Networks,3225,3959,0.000761537,351,1,2,-0.141759,360,0,25,0.0117473,0.00291104,5,3,
rt-occupywallstnyc,Retweet Networks,3609,3933,0.000604088,3212,1,2,-0.6917,564,0,172,0.0374211,0.00010928,5,4,
rt-oman,Retweet Networks,4904,6232,0.000518376,749,1,2,-0.198599,791,0,102,0.015137,0.00146525,6,5,
rt-onedirection,Retweet Networks,7987,8130,0.000254922,5989,1,2,-0.627869,42,0,13,0.0014378,2.28E-06,3,3,
rt-p2,Retweet Networks,4902,6029,0.0005019,282,1,2,-0.19848,277,0,46,0.0093985,0.00160819,4,3,
rt-qatif,Retweet Networks,7537,8568,0.000301696,2906,1,2,-0.412006,978,0,226,0.0263828,0.00015685,5,4,
rt-saudi,Retweet Networks,7252,8093,0.000307811,1885,1,2,-0.467518,1228,0,253,0.0317042,0.000285263,7,5,
rt-tcot,Retweet Networks,4547,5514,0.00053351,309,1,2,-0.120166,111,0,10,0.00379642,0.000969424,4,3,
rt-tlot,Retweet Networks,3665,4480,0.000667235,594,1,2,-0.199181,177,0,38,0.00750987,0.000563106,4,4,
rt-uae,Retweet Networks,5248,6392,0.000464261,365,1,2,-0.27803,611,0,45,0.00987712,0.00174503,6,4,
rt-voteonedirection,Retweet Networks,2280,2468,0.00094994,650,1,2,-0.391732,10,0,4,0.00135966,2.83E-05,4,3,
sc-TSOPF-RS-b2383-c1,Scientific Computing,38120,16135378,0.0222083,16354,4,846,-0.178085,48364831,1268,16518,0.0525166,0.000877003,656,6,
sc-delaunay-n23,Scientific Computing,8388608,25165784,7.15E-07,28,3,5,-0.147678,50620077,6,27,0.433365,0.379703,5,4,
sc-ldoor,Scientific Computing,952203,20770807,4.58E-05,76,0,43,-0.118345,567147375,595,1135,0.613241,0.573266,35,21,
sc-msdoor,Scientific Computing,415863,9378650,0.00010846,76,0,45,-0.115958,260626518,626,1135,0.624806,0.575775,35,21,
sc-nasasrb,Scientific Computing,54870,1311227,0.000871056,275,11,47,0.0689029,35155833,640,3649,0.563362,0.554911,36,24,
sc-pkustk11,Scientific Computing,87804,2565054,0.000665431,131,17,58,0.280312,79665120,907,3250,0.588036,0.455718,48,36,
sc-pkustk13,Scientific Computing,94893,3260967,0.00072429,299,17,68,-0.0426648,135474234,1427,8506,0.649748,0.498675,42,36,
sc-pwtk,Scientific Computing,217891,5653221,0.000238149,179,1,51,0.249693,167944767,770,2342,0.580948,0.577343,36,25,
sc-rel9,Scientific Computing,5921786,23667169,1.35E-06,167,2,7,-0.895457,2688,0,42,5.64E-06,2.30E-06,6,4,
sc-shipsec1,Scientific Computing,140385,1707759,0.000173308,67,2,24,0.593903,18446736,131,989,0.38783,0.385761,25,24,
sc-shipsec5,Scientific Computing,179104,2200076,0.00013717,75,1,24,0.564686,23188062,129,1165,0.357352,0.371142,30,24,
soc-BlogCatalog,Social Networks,88784,2093195,0.000531099,9444,1,47,-0.231673,153580167,1729,804436,0.353335,0.0598885,222,40,
soc-FourSquare,Social Networks,639014,3214986,1.57E-05,106218,1,10,-0.709681,64953009,101,1996522,0.108011,0.00164581,64,30,
soc-LiveMocha,Social Networks,104103,2193083,0.000404728,2980,1,42,-0.146773,10084953,96,36914,0.0544137,0.0140789,93,13,
soc-academia,Social Networks,200169,1397621,6.98E-05,11395,1,13,-0.0164267,8417299,42,120366,0.241358,0.0362635,38,16,
soc-advogato,Social Networks,5167,47337,0.00354681,947,1,18,-0.0834277,499659,96,11426,0.286832,0.111357,32,18,
soc-anybeat,Social Networks,12645,67053,0.000838774,8705,1,10,-0.121888,946668,74,50981,0.227469,0.0182689,50,25,
soc-brightkite,Social Networks,56739,212945,0.000132294,1134,1,7,0.00962268,1483224,26,11517,0.173379,0.11051,53,36,
soc-buzznet,Social Networks,101163,2763066,0.000539986,64289,1,54,2.84519,92759544,916,1099041,0.232086,0.0107419,154,26,
soc-catster,Social Networks,149684,5448197,0.000486334,80634,1,72,5.46837,556386531,3717,3723314,0.385684,0.0109924,420,53,
soc-delicious,Social Networks,536108,1365961,9.51E-06,3216,1,5,-0.0692059,1463916,2,8009,0.0321746,0.010514,34,21,
soc-digg,Social Networks,770799,5907132,1.99E-05,17643,1,15,-0.092109,188132376,244,396575,0.0880935,0.0466703,237,45,
soc-dogster,Social Networks,426816,8543549,9.38E-05,46503,1,40,-0.1262,250498092,586,1723999,0.170917,0.0142698,249,37,
soc-dolphins,Social Networks,62,159,0.0840825,12,1,5,-0.043594,285,4,17,0.258958,0.308776,5,5,
soc-douban,Social Networks,154908,327162,2.73E-05,287,1,4,-0.180331,121836,0,394,0.0160572,0.0103733,16,11,
soc-epinions,Social Networks,26588,100120,0.000283267,443,1,7,0.0572222,479100,18,5151,0.135164,0.0891644,33,16,
soc-firm-hi-tech,Social Networks,33,124.5,0.2358,28,0,9.19,-0.12,454.5,13.77,88.5,0.405,0.296,8,6,6
soc-flickr-und,Social Networks,1715255,15555041,1.06E-05,27236,1,18,-0.0153072,1645976115,959,2169311,0.1838,0.112164,569,66,
soc-flickr,Social Networks,513969,3190452,2.42E-05,4369,1,12,0.157802,176313864,343,524525,0.167599,0.154791,310,53,
soc-flixster,Social Networks,2523386,7918801,2.49E-06,1474,1,6,-0.321231,23691366,9,15190,0.0833873,0.0136505,69,31,
soc-google-plus,Social Networks,211186,1505135,6.75E-05,2036,1,14,0.216811,68731073,325,191436,0.151171,0.271389,163,59,
soc-gowalla,Social Networks,196591,950327,4.92E-05,14730,1,9,-0.0292547,6819414,34,93817,0.236724,0.0234828,52,29,
soc-gplus,Social Networks,23628,39241.5,0.0001,2771,1,3.32,0,63551,2.69,5326.5,0.218,0.004,13,12,11
soc-hamsterster,Social Networks,2426,16630,0.00565353,273,1,13,0.0474008,159753,65,2681,0.537533,0.231388,25,25,
soc-karate,Social Networks,34,78,0.139037,17,1,4,-0.475613,135,3,18,0.570638,0.255682,5,5,
soc-lastfm,Social Networks,1191805,4519330,6.36E-06,5150,1,7,-0.135906,11838621,9,38000,0.0726698,0.0130079,71,14,
soc-livejournal,Social Networks,4033137,27933062,3.43E-06,2651,1,13,0.268845,250658109,62,79740,0.256436,0.139259,214,87,
soc-loc-brightkite,Social Networks,58228,214077.5,0.0001,1134,1,7.35,0,1484184,25.49,11517,0.172,0.111,52,51,47
soc-orkut-dir,Social Networks,3072441,117185083,2.48E-05,33313,1,76,0.0158129,1882752543,612,1666622,0.166607,0.0412654,254,47,
soc-orkut,Social Networks,2997166,106349209,2.37E-05,27466,1,70,0.018004,1573931856,525,1313133,0.170024,0.042691,231,41,
soc-pokec,Social Networks,1632803,22301964,1.67E-05,14854,1,27,0.0016366,97672374,59,29290,0.109379,0.0468212,48,29,
soc-sinaweibo,Social Networks,21000000,261000000,,,,,,63800000000,,,,,,,
soc-slashdot-trust-all,Social Networks,79120,515581,0.000164725,2546,1,13,-0.0602878,3000581,37,32989,0.0669573,0.0362146,85,26,
soc-slashdot,Social Networks,70068,358647,0.000146105,2507,1,10,-0.0651334,1205643,17,13382,0.0562587,0.0259843,54,23,
soc-student-coop,Social Networks,7497077,1,3.56E-14,1,0,0,nan,0,0,0,0,nan,2,2,
soc-themarker,Social Networks,69413,1644843,0.000682777,8930,1,47,-0.146941,53254218,767,346157,0.186372,0.0459439,165,21,
soc-tribes,Social Networks,16,58,0.483333,10,3,7,0.0499048,204,12,22,0.539187,0.527132,6,5,
soc-twitter-follows-mun,Social Networks,465017,835423,7.73E-06,811,1,3,-0.873833,135064,0,2926,0.0207847,0.000713014,31,6,
soc-twitter-follows,Social Networks,404719,713319,8.71E-06,626,1,3,-0.876372,88617,0,1687,0.0144463,0.000596857,29,6,
soc-twitter-higgs,Social Networks,456631,14855852,0.000142494,51388,1,65,-0.131623,410596075,899,893409,0.209861,0.0136002,188,66,
soc-wiki-Talk-dir,Social Networks,2394385,5021409,1.75E-06,100032,1,4,-0.288783,53666618,22,359836,0.0748237,0.0039699,185,25,
soc-wiki-Vote,Social Networks,889,2914,0.00738252,102,1,6,-0.0287763,6357,7,251,0.152847,0.127349,10,6,
soc-wiki-elec,Social Networks,7115,107013,0.00422842,1346,1,30,-0.0516799,2520117,354,55979,0.173828,0.14237,61,17,
soc-youtube-snap,Social Networks,1134890,2987624,4.64E-06,28754,1,5,-0.0369099,9169158,8,180820,0.0808023,0.00621856,52,16,
soc-youtube,Social Networks,495957,1936748,1.57E-05,25409,1,7,-0.0318967,7331658,14,151081,0.11008,0.00880801,50,16,
socfb-A-anon,Facebook Networks,3097165,23667394,4.93E-06,4915,1,15,-0.0556824,166819284,53,50241,0.0970059,0.0476992,75,23,
socfb-B-anon,Facebook Networks,2937612,20959854,4.86E-06,4356,1,14,-0.112084,155972349,53,36861,0.0911896,0.0483293,64,22,
socfb-Berkeley13,Facebook Networks,22900,852419,0.00325111,3434,1,74,0.0103023,16108779,703,69511,0.207071,0.11382,65,38,
socfb-CMU,Facebook Networks,6621,249959,0.0114056,840,1,75,0.122458,6930159,1046,24065,0.278772,0.185256,70,43,
socfb-Caltech36,Facebook Networks,769,33312,0.1128,248,0,43.32,0,357945,465.47,3944,0.408,0.291,36,20,31
socfb-Duke14,Facebook Networks,9885,506437,0.0103668,1887,1,102,0.066656,15427674,1560,41982,0.245542,0.165923,86,32,
socfb-Indiana,Facebook Networks,29732,1305757,0.00295433,1358,1,87,0.132925,28173249,947,37292,0.20467,0.135006,77,44,
socfb-MIT,Facebook Networks,6402,251230,0.0122613,708,1,78,0.119896,7111758,1110,27788,0.27236,0.180288,73,29,
socfb-OR,Facebook Networks,63392,816886,0.000406564,1098,1,25,0.176752,10504602,165,19467,0.221807,0.147721,53,26,
socfb-Penn94,Facebook Networks,41536,1362220,0.0015792,4410,1,65,-0.00132831,21623388,520,68097,0.211836,0.098215,63,42,
socfb-Reed98,Facebook Networks,962,37624,0.0814,313,0,39.11,0,291149,302.65,4242,0.318,0.221,34,17,30
socfb-Simmons81,Facebook Networks,1518,65976,0.0573,300,0,43.46,0,505568,333.05,5202,0.315,0.212,34,18,29
socfb-Stanford3,Facebook Networks,11586,568309,0.00846808,1172,1,98,0.101951,17507610,1511,33177,0.241639,0.157436,92,51,
socfb-Texas84,Facebook Networks,36364,1590651,0.00240588,6312,1,87,-0.00150477,33535656,922,141050,0.193727,0.09989,82,47,
socfb-UCLA,Facebook Networks,20453,747604,0.00357445,1180,1,73,0.136046,15339651,749,17534,0.214927,0.143135,66,51,
socfb-UCSB37,Facebook Networks,14917,482215,0.00433448,810,1,64,0.183062,9229971,618,16140,0.22099,0.157027,66,51,
